student_id,student_name,date_of_birth,age_as_of_aug2021,gender,grade_level,school_type,center_id,region,digital_access,enrollment_date,guardian_contact_available,program_type,program_status,total_sessions,sessions_attended_weighted,attendance_rate,absent_count,late_count,first_session_date,homework_completion_rate,guardian_signature_rate,baseline_score,midline_score,final_score,score_improvement,average_exam_score,average_homework_completion_pct,parent_comm_count,teacher_to_parent_count,automated_reminder_count,monthly_cost_per_student_inr,capacity_utilization,engagement_score,engagement_level,dropout_flag,risk_category,improved_student_flag,cost_per_improved_student_inr
S01596,Ashley Kline,2010-03-26,11.4,Male,Grade 5,Government,BLR-C05,KR Puram,Limited,2021-09-14,Yes,After-School Tutoring,Irregular,21,10.0,0.476,7,4,2021-08-10,0.429,0.429,66.3,74.1,75.7,9.4,75.66666666666667,95.0,2,1,1,2309,0.703,45.0,Medium,0,Medium Risk,1,3196.0
S01601,Joan Miller,2019-01-21,2.5,Female,Grade 3,Government,BLR-C02,Jayanagar,No Access,2021-08-05,Yes,Hybrid Learning Support,Completed,7,4.5,0.643,1,0,2021-08-20,1.0,0.2,72.9,76.2,76.6,3.7,76.6,93.0,1,0,1,1880,0.637,67.9,Medium,0,Medium Risk,0,2395.0
S01627,Kristen Jacobs,2012-05-02,9.2,Female,Grade 5,Private Low-Cost,BLR-C02,Jayanagar,No Access,2021-08-13,Yes,Hybrid Learning Support,Irregular,6,3.5,0.583,2,2,2021-08-22,0.167,0.167,79.1,82.4,82.0,2.9,82.0,90.0,2,0,1,1880,0.637,35.4,Low,0,Medium Risk,0,2395.0
S01638,Amanda Perkins,2016-08-05,5.0,Male,Grade 5,Aided,BLR-C01,Whitefield,Good,2021-08-05,Yes,After-School Tutoring,Irregular,13,6.2,0.481,5,3,2021-08-14,0.333,0.167,83.6,85.0,83.8,0.2,83.8,48.0,3,2,1,1885,0.833,36.6,Low,0,Medium Risk,0,2792.0
S01647,Stephen Orr,,,Female,Grade 2,Government,BLR-C04,Hebbal,Good,2021-09-01,Yes,After-School Tutoring,Completed,12,8.2,0.688,2,3,2021-08-10,0.286,0.429,60.0,61.5,68.5,8.5,68.5,45.0,4,3,1,1533,0.848,49.6,Medium,0,Medium Risk,1,1981.0
S01662,Jennifer Harvey,2006-12-07,14.7,Female,Grade 3,Government,BLR-C01,Whitefield,No Access,2021-08-21,Yes,Digital Learning Support,Irregular,11,4.5,0.409,4,2,2021-08-08,1.0,0.5,81.1,83.7,88.5,7.4,88.5,86.25,3,2,0,1885,0.833,63.4,Medium,0,Medium Risk,1,2792.0
S01667,Connie Johnson,2011-08-01,10.0,Male,Grade 3,Aided,BLR-C04,Hebbal,No Access,2021-08-24,Yes,Hybrid Learning Support,Dropped,14,3.8,0.268,6,1,2021-08-02,0.25,0.75,80.2,88.2,92.0,11.8,92.0,95.0,1,0,0,1533,0.848,35.8,Low,1,High Risk,1,1981.0
S01703,David Sutton,2011-09-30,9.8,Male,Grade 3,Government,BLR-C01,Whitefield,Good,2021-08-18,No,After-School Tutoring,Irregular,13,7.2,0.558,2,5,2021-08-19,0.167,0.0,35.2,38.7,40.0,4.8,40.0,90.0,2,1,0,1885,0.833,31.0,Low,0,Medium Risk,0,2792.0
S01742,John Taylor,2012-12-23,8.6,Male,Grade 3,Government,BLR-C04,Hebbal,Good,2021-08-21,Yes,Digital Learning Support,Irregular,16,7.8,0.484,3,3,2021-08-04,0.0,0.0,55.9,56.7,62.0,6.1,62.0,51.666666666666664,2,0,1,1533,0.848,21.8,Low,0,Medium Risk,1,1981.0
S01752,Kristen Watkins,2017-06-13,4.1,Female,Grade 2,Government,BLR-C01,Whitefield,Good,2021-08-10,Yes,After-School Tutoring,Irregular,19,8.5,0.447,9,2,2021-08-03,0.0,0.333,71.1,79.6,87.0,15.9,87.0,100.0,3,3,0,1885,0.833,26.8,Low,0,Medium Risk,1,2792.0
S01758,Mrs. Rebecca Avila,2017-03-27,4.3,Female,Grade 2,Government,BLR-C04,Hebbal,No Access,2021-08-24,Yes,Hybrid Learning Support,Irregular,13,7.5,0.577,3,4,2021-08-29,0.0,1.0,59.9,62.1,60.0,0.1,60.0,91.66666666666667,3,0,0,1533,0.848,46.0,Medium,0,Medium Risk,0,1981.0
S01791,Rachel Horton,2009-12-07,11.6,Male,Grade 3,Aided,BLR-C06,Electronic City,Good,2021-09-09,Yes,Digital Learning Support,Dropped,15,5.2,0.35,5,1,2021-08-06,0.333,0.0,35.1,40.0,48.0,12.9,48.0,80.0,1,0,0,2259,0.929,27.4,Low,1,High Risk,1,2842.0
S01794,Ashley Young,2006-03-30,15.3,Female,Grade 4,Government,BLR-C01,Whitefield,Limited,2021-08-21,Yes,Mentorship,Irregular,11,5.8,0.523,4,1,2021-08-17,0.333,0.333,64.4,67.0,69.2,4.8,69.25,61.25,3,2,0,1885,0.833,41.8,Medium,0,Medium Risk,0,2792.0
S01829,Mary Johnson,2006-05-06,15.2,Female,Grade 5,Aided,BLR-C02,Jayanagar,No Access,2021-08-25,Yes,Digital Learning Support,Completed,15,9.2,0.617,3,5,2021-08-06,0.75,0.25,57.5,71.8,78.0,20.5,78.0,92.5,3,2,1,1880,0.637,59.0,Medium,0,Medium Risk,1,2395.0
S01839,Erik Perry,2011-11-22,9.7,Male,Grade 4,Government,BLR-C05,KR Puram,Good,2021-08-23,Yes,Hybrid Learning Support,Irregular,20,7.8,0.388,8,3,2021-08-03,0.25,0.5,79.1,86.7,90.0,10.9,90.0,91.25,1,0,0,2309,0.703,36.2,Low,1,High Risk,1,3196.0
S01842,Tammie Watts,,,Female,Grade 4,Government,BLR-C06,Electronic City,Limited,2021-08-22,Yes,Mentorship,Irregular,19,10.2,0.539,3,5,2021-08-01,0.25,0.0,91.0,97.9,96.5,5.5,96.5,90.0,1,0,1,2259,0.929,33.0,Low,0,Medium Risk,1,2842.0
S01843,Victoria Reid,2014-05-07,7.2,Male,Grade 1,Government,BLR-C06,Electronic City,Good,2021-08-04,Yes,Digital Learning Support,Irregular,19,8.8,0.461,8,5,2021-08-12,1.0,1.0,64.2,65.7,66.7,2.5,66.66666666666667,93.33333333333333,1,0,1,2259,0.929,75.7,High,0,Medium Risk,0,2842.0
S01861,Blake Owens,2016-09-17,4.9,Male,Grade 3,Private Low-Cost,BLR-C01,Whitefield,No Access,2021-09-03,Yes,After-School Tutoring,Irregular,10,5.5,0.55,1,4,2021-09-04,0.4,0.0,62.9,70.9,72.5,9.6,72.5,95.0,2,1,0,1885,0.833,38.8,Low,0,Medium Risk,1,2792.0
S01878,Monica Brown,2013-01-10,8.6,Male,Grade 2,Private Low-Cost,BLR-C05,KR Puram,Good,2021-08-06,Yes,Digital Learning Support,Irregular,17,8.0,0.471,4,6,2021-08-08,0.667,0.333,80.0,79.1,80.3,0.3,80.33333333333333,91.66666666666667,3,1,0,2309,0.703,51.2,Medium,0,Medium Risk,0,3196.0
S01910,Robert Castro,2011-02-06,10.5,Female,Grade 4,Government,BLR-C02,Jayanagar,Limited,2021-08-28,Yes,Digital Learning Support,Irregular,14,5.8,0.411,6,1,2021-08-05,0.667,0.333,70.6,78.6,81.3,10.7,81.33333333333333,88.33333333333333,1,0,1,1880,0.637,48.5,Medium,0,Medium Risk,1,2395.0
S01917,Christina Roberts,2008-04-22,13.3,Female,Grade 1,Aided,BLR-C06,Electronic City,Limited,2021-08-31,Yes,Mentorship,Irregular,13,7.0,0.538,4,4,2021-08-13,0.667,0.167,74.2,75.0,76.6,2.4,76.6,85.0,2,0,2,2259,0.929,50.9,Medium,0,Medium Risk,0,2842.0
S01941,Rebecca Carrillo,2006-06-15,15.1,Female,Grade 3,Aided,BLR-C02,Jayanagar,Good,2021-09-04,Yes,Hybrid Learning Support,Irregular,15,9.0,0.6,2,4,2021-08-03,1.0,1.0,72.9,76.9,77.0,4.1,77.0,54.0,1,0,0,1880,0.637,82.0,High,0,Medium Risk,0,2395.0
S01959,Mark Williams,2010-03-27,11.3,Female,Grade 2,Private Low-Cost,BLR-C04,Hebbal,Good,2021-09-08,Yes,Mentorship,Dropped,13,3.8,0.288,5,1,2021-08-11,0.5,0.0,100.0,100.0,104.0,4.0,104.0,80.0,1,0,0,1533,0.848,30.5,Low,1,High Risk,0,1981.0
S01979,Benjamin Vasquez,2018-12-18,2.6,Male,Grade 2,Government,BLR-C05,KR Puram,Limited,2021-09-11,Yes,Hybrid Learning Support,Irregular,8,3.8,0.469,2,1,2021-08-11,0.8,0.2,62.8,69.4,71.3,8.5,71.33333333333333,76.66666666666667,1,1,0,2309,0.703,53.1,Medium,0,Medium Risk,1,3196.0
S02018,Allison Cole,2018-03-31,3.3,Female,Grade 1,Aided,BLR-C03,Yelahanka,Good,2021-08-23,Yes,After-School Tutoring,Dropped,13,3.5,0.269,5,2,2021-08-07,1.0,0.0,79.9,83.4,89.0,9.1,89.0,97.5,3,0,1,2076,0.937,47.1,Medium,1,High Risk,1,2678.0
S02117,Bailey Guzman,2016-01-09,5.6,Female,Grade 4,Government,BLR-C04,Hebbal,No Access,2021-08-06,No,After-School Tutoring,Irregular,12,5.5,0.458,5,4,2021-08-02,0.5,0.0,68.4,74.1,76.5,8.1,76.5,92.5,3,0,0,1533,0.848,38.1,Low,0,Medium Risk,1,1981.0
S02141,Joshua Black,2012-01-13,9.5,Female,Grade 2,Government,BLR-C05,KR Puram,No Access,2021-08-16,Yes,Hybrid Learning Support,Irregular,15,8.2,0.55,4,1,2021-08-29,0.667,0.0,74.9,76.5,76.0,1.1,76.0,100.0,4,1,0,2309,0.703,48.1,Medium,0,Medium Risk,0,3196.0
S02143,Anita Murphy,2013-04-20,8.3,Male,Grade 1,Private Low-Cost,BLR-C01,Whitefield,Limited,2021-08-02,Yes,Hybrid Learning Support,Completed,13,9.0,0.692,1,4,2021-08-05,0.4,0.2,50.3,60.7,64.0,13.7,64.0,100.0,2,0,1,1885,0.833,49.1,Medium,0,Medium Risk,1,2792.0
S02163,Kristen Salinas,2013-04-02,8.3,Female,Grade 4,Government,BLR-C01,Whitefield,Limited,2021-08-24,Yes,Mentorship,Irregular,18,7.5,0.417,7,2,2021-08-02,0.4,0.6,54.4,57.8,61.7,7.3,61.714285714285715,90.71428571428571,2,1,1,1885,0.833,44.8,Medium,0,Medium Risk,1,2792.0
S02170,Joseph Roberts,2018-04-12,3.3,Female,Grade 3,Government,BLR-C02,Jayanagar,Limited,2021-08-17,Yes,Hybrid Learning Support,Irregular,15,7.0,0.467,4,2,2021-08-19,0.333,0.333,69.4,70.8,75.3,5.9,75.33333333333333,30.0,2,0,0,1880,0.637,39.3,Low,0,Medium Risk,1,2395.0
S02232,Debra Washington,2007-09-20,13.9,Female,Grade 3,Government,BLR-C06,Electronic City,No Access,2021-09-14,Yes,Digital Learning Support,Irregular,14,6.0,0.429,4,4,2021-08-02,0.5,0.333,75.6,78.9,86.8,11.2,86.8,31.0,3,1,1,2259,0.929,43.5,Medium,0,Medium Risk,1,2842.0
S02249,Thomas Washington,2017-08-31,3.9,Male,Grade 5,Aided,BLR-C03,Yelahanka,Limited,2021-08-01,Yes,Hybrid Learning Support,Completed,13,8.0,0.615,3,6,2021-08-05,0.4,0.6,39.8,43.3,46.0,6.2,46.0,42.5,4,2,1,2076,0.937,53.7,Medium,0,Medium Risk,1,2678.0
S02265,Nicole Hubbard,2012-01-24,9.5,Female,Grade 3,Aided,BLR-C01,Whitefield,Good,2021-08-06,Yes,Mentorship,Irregular,11,4.8,0.432,3,3,2021-08-12,0.333,0.5,77.7,82.7,87.5,9.8,87.5,66.25,1,1,0,1885,0.833,41.1,Medium,0,Medium Risk,1,2792.0
S02284,Luis Brown Iii,2008-12-12,12.6,Male,Grade 5,Government,BLR-C05,KR Puram,Good,2021-08-05,Yes,After-School Tutoring,Irregular,16,8.5,0.531,3,2,2021-08-04,1.0,0.0,71.4,74.2,76.2,4.8,76.25,66.25,4,2,0,2309,0.703,58.9,Medium,0,Medium Risk,0,3196.0
S02289,Sandy Davenport,,,Male,Grade 3,Private Low-Cost,BLR-C06,Electronic City,Limited,2021-09-14,Yes,Mentorship,Completed,8,5.2,0.656,2,1,2021-08-26,0.0,0.5,60.6,66.6,71.8,11.2,71.83333333333333,74.16666666666667,1,0,1,2259,0.929,39.5,Low,0,Medium Risk,1,2842.0
S02311,Alan Thomas,2017-05-20,4.2,Female,Grade 5,Government,BLR-C06,Electronic City,Limited,2021-08-29,Yes,Hybrid Learning Support,Irregular,14,6.2,0.446,4,3,2021-08-02,0.333,0.333,63.8,73.2,75.0,11.2,75.0,-5.0,4,2,1,2259,0.929,38.4,Low,0,Medium Risk,1,2842.0
S02341,Justin Williams,2018-09-26,2.8,Male,Grade 4,Government,BLR-C05,KR Puram,Limited,2021-08-12,Yes,Mentorship,Irregular,11,5.0,0.455,2,4,2021-09-02,0.333,0.0,61.0,64.8,67.2,6.2,67.2,76.0,6,4,0,2309,0.703,32.1,Low,0,Medium Risk,1,3196.0
S02451,Jimmy Wood,,,Female,Grade 2,Private Low-Cost,BLR-C06,Electronic City,Good,2021-09-08,Yes,Hybrid Learning Support,Irregular,13,5.2,0.404,3,3,2021-08-05,0.5,0.0,82.1,89.6,90.7,8.6,90.66666666666667,56.666666666666664,1,0,0,2259,0.929,35.7,Low,0,Medium Risk,1,2842.0
S02458,Lauren Martin,2019-01-24,2.5,Male,Grade 4,Government,BLR-C01,Whitefield,Limited,2021-08-03,Yes,Hybrid Learning Support,Irregular,17,9.5,0.559,5,4,2021-08-05,0.75,0.25,42.1,47.8,50.0,7.9,50.0,47.5,3,2,1,1885,0.833,56.4,Medium,0,Medium Risk,1,2792.0
S02465,Benjamin Long,2016-03-24,5.4,Male,Grade 4,Government,BLR-C05,KR Puram,Good,2021-08-01,Yes,Mentorship,Irregular,18,10.0,0.556,4,4,2021-08-04,0.286,0.0,68.0,70.9,75.5,7.5,75.5,90.0,1,0,1,2309,0.703,35.0,Low,0,Medium Risk,1,3196.0
S02480,Sandra Murray,2015-08-28,5.9,Female,Grade 3,Government,BLR-C05,KR Puram,Good,2021-08-27,Yes,Mentorship,Irregular,9,4.2,0.472,2,3,2021-08-03,0.5,0.75,42.3,44.9,45.5,3.2,45.5,95.0,3,0,2,2309,0.703,53.7,Medium,0,Medium Risk,0,3196.0
S02499,Lisa Hood,2015-11-14,5.7,Female,Grade 2,Private Low-Cost,BLR-C02,Jayanagar,Limited,2021-08-24,Yes,Digital Learning Support,Completed,13,8.5,0.654,2,6,2021-08-03,0.25,0.25,52.9,58.9,56.7,3.8,56.666666666666664,60.0,4,2,0,1880,0.637,43.2,Medium,0,Medium Risk,0,2395.0
S02527,Maureen Thompson Md,2011-09-29,9.8,Female,Grade 4,Government,BLR-C03,Yelahanka,Good,2021-09-13,Yes,Digital Learning Support,Irregular,15,7.2,0.483,5,3,2021-08-03,0.8,0.6,60.5,66.8,67.0,6.5,67.0,85.0,2,0,2,2076,0.937,61.7,Medium,0,Medium Risk,1,2678.0
S02602,Steve Walker,2015-11-02,5.7,Male,Grade 3,Private Low-Cost,BLR-C02,Jayanagar,Limited,2021-08-19,Yes,After-School Tutoring,Irregular,21,9.8,0.464,7,3,2021-08-17,0.333,0.333,33.7,41.3,42.0,8.3,42.0,100.0,1,0,1,1880,0.637,39.2,Low,0,Medium Risk,1,2395.0
S02608,Brenda Martin,2018-04-05,3.3,Female,Grade 2,Aided,BLR-C03,Yelahanka,Limited,2021-08-08,Yes,Hybrid Learning Support,Irregular,24,13.2,0.552,4,7,2021-08-16,0.6,0.4,83.5,87.8,88.0,4.5,88.0,90.0,2,0,0,2076,0.937,53.8,Medium,0,Medium Risk,0,2678.0
S02615,Alexander Anderson,,,Male,Grade 1,Government,BLR-C05,KR Puram,Limited,2021-09-13,Yes,Digital Learning Support,Irregular,19,8.5,0.447,7,6,2021-08-07,0.0,0.0,48.9,53.0,57.0,8.1,57.0,70.0,3,2,1,2309,0.703,20.1,Low,0,Medium Risk,1,3196.0
S02626,Brianna Alvarez,2015-07-26,6.0,Female,Grade 4,Aided,BLR-C06,Electronic City,Limited,2021-08-02,Yes,Hybrid Learning Support,Irregular,19,9.8,0.513,4,3,2021-08-01,0.25,0.0,86.2,89.9,85.0,-1.2,85.0,85.0,2,0,1,2259,0.929,31.8,Low,0,High Risk,0,2842.0
S02664,Diana Martinez,2016-12-19,4.6,Male,Grade 4,Government,BLR-C03,Yelahanka,Good,2021-08-30,Yes,Digital Learning Support,Irregular,22,11.0,0.5,7,6,2021-08-05,0.286,0.857,75.0,81.1,83.0,8.0,83.0,45.0,4,0,1,2076,0.937,49.6,Medium,0,Medium Risk,1,2678.0
S02677,Autumn Robinson,2012-08-13,9.0,Female,Grade 2,Government,BLR-C05,KR Puram,Good,2021-08-30,Yes,Mentorship,Irregular,16,9.2,0.578,3,5,2021-08-01,0.5,0.25,70.0,77.0,78.3,8.3,78.33333333333333,63.333333333333336,1,0,0,2309,0.703,48.5,Medium,0,Medium Risk,1,3196.0
S02716,Tiffany Erickson,2016-11-24,4.7,Male,Grade 2,Aided,BLR-C05,KR Puram,No Access,2021-09-08,No,Mentorship,Irregular,10,5.8,0.575,0,1,2021-08-23,0.5,0.5,78.4,85.3,89.7,11.3,89.66666666666667,98.33333333333333,3,2,0,2309,0.703,53.4,Medium,0,Medium Risk,1,3196.0
S02737,Todd Berry Dvm,2009-09-05,11.9,Female,Grade 3,Private Low-Cost,BLR-C02,Jayanagar,Limited,2021-09-14,Yes,Hybrid Learning Support,Irregular,20,11.2,0.562,5,3,2021-08-11,0.5,0.0,37.3,43.1,51.0,13.7,51.0,42.5,1,0,1,1880,0.637,42.8,Medium,0,Medium Risk,1,2395.0
S02746,Jeremy Butler,2009-02-12,12.5,Male,Grade 5,Government,BLR-C02,Jayanagar,Limited,2021-09-01,Yes,After-School Tutoring,Irregular,16,6.2,0.391,5,3,2021-08-03,0.0,0.2,82.8,89.9,93.5,10.7,93.5,100.0,6,2,3,1880,0.637,21.6,Low,1,High Risk,1,2395.0
S02784,Daniel Robinson,2012-10-16,8.8,Female,Grade 3,Government,BLR-C06,Electronic City,Good,2021-08-01,Yes,Hybrid Learning Support,Completed,28,17.2,0.616,7,11,2021-08-06,0.0,1.0,53.6,65.6,68.8,15.2,68.8,54.0,3,1,2,2259,0.929,47.7,Medium,0,Medium Risk,1,2842.0
S02789,Peter Adams,2017-12-12,3.6,Female,Grade 2,Government,BLR-C04,Hebbal,Limited,2021-09-07,Yes,Mentorship,Irregular,19,9.2,0.487,6,9,2021-08-25,0.5,0.0,57.8,64.3,65.7,7.9,65.66666666666667,95.0,1,0,0,1533,0.848,39.4,Low,0,Medium Risk,1,1981.0
S02801,Bobby Bell,2017-02-03,4.5,Female,Grade 2,Government,BLR-C01,Whitefield,Limited,2021-08-13,No,Hybrid Learning Support,Irregular,16,6.8,0.422,6,3,2021-09-04,0.6,0.4,72.3,78.5,80.5,8.2,80.5,46.25,2,1,1,1885,0.833,48.0,Medium,0,Medium Risk,1,2792.0
S02890,Dr. Samuel Hayes,2009-09-02,11.9,Male,Grade 2,Government,BLR-C04,Hebbal,Limited,2021-08-11,Yes,Hybrid Learning Support,Completed,17,11.0,0.647,3,8,2021-08-15,1.0,0.0,78.8,83.7,90.0,11.2,90.0,45.0,2,0,1,1533,0.848,64.1,Medium,0,Medium Risk,1,1981.0
S02904,William Riley,2018-01-06,3.6,Female,Grade 4,Government,BLR-C04,Hebbal,Limited,2021-08-10,Yes,Digital Learning Support,Irregular,21,9.8,0.464,7,3,2021-08-18,0.714,0.286,56.0,63.8,63.6,7.6,63.57142857142857,62.142857142857146,3,1,0,1533,0.848,51.6,Medium,0,Medium Risk,1,1981.0
S02922,Anna Wang,2017-11-19,3.7,Male,Grade 1,Aided,BLR-C06,Electronic City,Good,2021-08-26,Yes,Mentorship,Completed,18,12.0,0.667,1,8,2021-08-02,1.0,0.667,69.6,76.6,76.2,6.6,76.25,86.25,2,0,2,2259,0.929,78.4,High,0,Medium Risk,1,2842.0
S02936,Michael Holmes,2016-04-25,5.3,Female,Grade 2,Government,BLR-C03,Yelahanka,Good,2021-08-20,Yes,Digital Learning Support,Irregular,10,4.8,0.475,3,5,2021-08-03,0.5,0.167,53.0,57.2,66.5,13.5,66.5,42.5,3,1,0,2076,0.937,42.2,Medium,0,Medium Risk,1,2678.0
S02943,Michael Carey,2017-04-28,4.3,Male,Grade 3,Government,BLR-C06,Electronic City,No Access,2021-08-17,Yes,Hybrid Learning Support,Irregular,19,8.2,0.434,6,1,2021-08-08,0.333,0.667,58.8,67.1,69.7,10.9,69.66666666666667,55.0,2,2,0,2259,0.929,44.5,Medium,0,Medium Risk,1,2842.0
S02973,Chelsea Tucker,2010-08-14,11.0,Male,Grade 1,Private Low-Cost,BLR-C06,Electronic City,No Access,2021-08-17,Yes,Mentorship,Irregular,10,5.2,0.525,3,3,2021-08-01,0.5,0.5,36.4,42.2,47.0,10.6,47.0,80.0,2,0,1,2259,0.929,51.1,Medium,0,Medium Risk,1,2842.0
S02981,Joyce Myers,2008-03-31,13.3,Female,Grade 2,Private Low-Cost,BLR-C05,KR Puram,Good,2021-08-04,Yes,Digital Learning Support,Irregular,16,8.2,0.516,2,5,2021-08-02,0.333,0.333,86.7,90.5,91.2,4.5,91.2,87.0,2,2,0,2309,0.703,41.5,Medium,0,Medium Risk,0,3196.0
S02993,Tina Cordova,2012-03-15,9.4,Female,Grade 2,Government,BLR-C05,KR Puram,Limited,2021-08-05,Yes,Hybrid Learning Support,Irregular,21,9.5,0.452,6,6,2021-08-07,0.75,0.0,47.0,52.2,58.8,11.8,58.75,68.75,1,0,1,2309,0.703,46.6,Medium,0,Medium Risk,1,3196.0
S02995,Spencer Cooper,2015-11-12,5.7,Female,Grade 4,Government,BLR-C05,KR Puram,Good,2021-08-23,Yes,Mentorship,Completed,11,7.2,0.659,2,7,2021-08-14,1.0,0.5,61.2,66.6,69.5,8.3,69.5,96.25,1,0,1,2309,0.703,74.7,High,0,Medium Risk,1,3196.0
S03005,Wendy Thompson,2017-06-12,4.1,Female,Grade 3,Aided,BLR-C01,Whitefield,Good,2021-09-15,Yes,Mentorship,Irregular,16,7.8,0.484,6,5,2021-08-24,1.0,0.0,52.0,52.8,56.0,4.0,56.0,37.5,1,1,0,1885,0.833,56.8,Medium,0,Medium Risk,0,2792.0
S03020,Andrew Zamora,2018-10-13,2.8,Female,Grade 3,Government,BLR-C03,Yelahanka,Good,2021-08-10,No,After-School Tutoring,Irregular,14,5.8,0.411,3,1,2021-08-26,1.0,0.5,71.2,76.0,82.0,10.8,82.0,56.666666666666664,1,1,0,2076,0.937,63.5,Medium,0,Medium Risk,1,2678.0
S03053,Thomas Harmon,2019-01-10,2.6,Male,Grade 5,Government,BLR-C03,Yelahanka,Good,2021-09-15,Yes,After-School Tutoring,Irregular,20,10.8,0.538,3,9,2021-08-06,0.667,0.667,100.0,100.0,109.0,9.0,109.0,95.0,1,0,1,2076,0.937,60.9,Medium,0,Medium Risk,1,2678.0
S03064,Bryan Pineda,2012-02-18,9.5,Male,Grade 2,Aided,BLR-C05,KR Puram,Limited,2021-08-28,Yes,Hybrid Learning Support,Irregular,15,9.0,0.6,2,4,2021-08-18,0.5,0.5,85.1,83.8,83.5,-1.6,83.5,47.5,2,0,0,2309,0.703,54.5,Medium,0,High Risk,0,3196.0
S03077,Glenn Andrews,,,Male,Grade 5,Government,BLR-C04,Hebbal,Limited,2021-09-02,Yes,Hybrid Learning Support,Irregular,10,4.8,0.475,2,3,2021-08-08,0.167,0.0,72.7,75.0,73.5,0.8,73.5,90.0,1,0,0,1533,0.848,27.2,Low,0,Medium Risk,0,1981.0
S03102,Sandra Ford,2014-08-02,7.0,Female,Grade 4,Government,BLR-C01,Whitefield,Good,2021-09-12,Yes,After-School Tutoring,Irregular,19,10.8,0.566,5,3,2021-08-06,0.5,0.25,60.3,65.0,67.3,7.0,67.33333333333333,60.0,1,1,0,1885,0.833,48.0,Medium,0,Medium Risk,1,2792.0
S03139,Tiffany Burns,2014-07-11,7.1,Male,Grade 4,Government,BLR-C04,Hebbal,Good,2021-08-26,Yes,Hybrid Learning Support,Irregular,18,8.0,0.444,6,2,2021-08-01,0.333,0.333,69.8,82.7,84.0,14.2,84.0,51.666666666666664,2,1,1,1533,0.848,38.3,Low,0,Medium Risk,1,1981.0
S03157,Anthony Greer,2013-06-03,8.2,Female,Grade 1,Government,BLR-C02,Jayanagar,No Access,2021-08-29,Yes,After-School Tutoring,Irregular,10,4.5,0.45,2,2,2021-08-05,0.4,0.0,69.7,74.1,79.0,9.3,79.0,37.5,2,0,0,1880,0.637,34.2,Low,0,Medium Risk,1,2395.0
S03169,Amanda Aguilar,2012-02-29,9.4,Female,Grade 2,Government,BLR-C03,Yelahanka,Good,2021-08-27,Yes,Mentorship,Irregular,22,12.8,0.58,5,7,2021-08-13,1.0,1.0,65.2,69.3,72.8,7.6,72.75,93.75,2,1,1,2076,0.937,81.1,High,0,Medium Risk,1,2678.0
S03173,Jamie Vaughn,2008-12-25,12.6,Female,Grade 2,Private Low-Cost,BLR-C03,Yelahanka,Limited,2021-08-18,Yes,After-School Tutoring,Completed,15,10.2,0.683,1,3,2021-08-04,0.75,0.75,35.7,41.9,49.0,13.3,49.0,95.0,2,0,0,2076,0.937,72.0,High,0,Medium Risk,1,2678.0
S03182,John Henderson,2012-12-22,8.6,Female,Grade 2,Government,BLR-C04,Hebbal,Good,2021-09-09,Yes,Hybrid Learning Support,Irregular,11,6.5,0.591,1,4,2021-08-22,0.5,0.5,74.0,82.9,84.0,10.0,84.0,55.0,1,0,1,1533,0.848,54.1,Medium,0,Medium Risk,1,1981.0
S03188,Adam Williams,,,Female,Grade 1,Government,BLR-C01,Whitefield,Limited,2021-08-10,Yes,Hybrid Learning Support,Irregular,16,8.2,0.516,5,5,2021-08-04,0.0,0.429,86.9,94.2,99.0,12.1,99.0,90.0,3,2,1,1885,0.833,31.8,Low,0,Medium Risk,1,2792.0
S03258,Nicholas Young,2015-02-02,6.5,Male,Grade 1,Government,BLR-C03,Yelahanka,Good,2021-09-11,Yes,Digital Learning Support,Irregular,15,7.0,0.467,3,2,2021-08-09,0.333,0.667,63.1,69.7,75.0,11.9,75.0,35.0,3,2,0,2076,0.937,46.0,Medium,0,Medium Risk,1,2678.0
S03338,James Alexander,2017-08-04,4.0,Male,Grade 4,Private Low-Cost,BLR-C04,Hebbal,Good,2021-08-05,Yes,Mentorship,Irregular,9,3.5,0.389,4,4,2021-09-15,0.0,0.5,36.3,42.2,43.0,6.7,43.0,95.0,7,2,5,1533,0.848,27.5,Low,1,High Risk,1,1981.0
S03364,Michael Cardenas,2017-10-30,3.8,Female,Grade 4,Government,BLR-C06,Electronic City,Good,2021-08-10,Yes,Mentorship,Irregular,22,12.2,0.557,6,5,2021-08-04,0.8,0.0,52.9,55.7,60.0,7.1,60.0,47.5,4,2,1,2259,0.929,53.1,Medium,0,Medium Risk,1,2842.0
S03369,Christine Glover,2015-07-02,6.1,Female,Grade 5,Government,BLR-C06,Electronic City,Good,2021-08-21,Yes,Digital Learning Support,Irregular,19,7.0,0.368,5,6,2021-08-01,1.0,0.5,90.8,91.5,95.5,4.7,95.5,45.0,1,1,0,2259,0.929,61.6,Medium,1,High Risk,0,2842.0
S03397,Danielle Thornton,2006-07-24,15.0,Female,Grade 2,Private Low-Cost,BLR-C01,Whitefield,Limited,2021-08-24,Yes,After-School Tutoring,Completed,10,6.2,0.625,1,3,2021-08-19,0.25,0.0,91.7,98.9,103.0,11.3,103.0,100.0,2,0,1,1885,0.833,36.9,Low,0,Medium Risk,1,2792.0
